jockey_code,register_del_flag,register_del_date,jockey_name,jockey_kana,jockey_name_short,area_code,area_name,birthday,first_ride_year,apprentice_class,stable_code,jockey_comment,comment_date,year_leading,year_turf_wr,year_special_w,last_leading,last_turf_wr,last_special_w,data_date,year_turf_1st,year_turf_2nd,year_turf_3rd,year_turf_out,year_dirt_1st,year_dirt_2nd,year_dirt_3rd,year_dirt_out,last_turf_1st,last_turf_2nd,last_turf_3rd,last_turf_out,last_dirt_1st,last_dirt_2nd,last_dirt_3rd,last_dirt_out,total_turf_1st,total_turf_2nd,total_turf_3rd,total_turf_out,total_dirt_1st,total_dirt_2nd,total_dirt_3rd,total_dirt_out
30634,0,20241214,大畑慧悟,オオハタ　ケイゴ,大畑慧,3,愛知,20050625,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30635,0,20231216,中島良美,ナカシマ　ヨシミ,中島良,3,浦和,19990102,2023,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30636,0,20251220,谷内貫太,タニウチ　カンタ,谷内貫,3,大井,20040615,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30637,0,20241214,室陽一朗,ムロ　ヒイロウ,室陽一,3,浦和,20020409,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30638,0,20231216,木沢奨,キザワ　ショウ,木沢奨,3,大井,20051201,2023,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30639,0,20251220,阿岸潤一朗,アギシ　ジュンイチロウ,阿岸潤,3,北海,20030421,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30640,0,20250719,山田義貴,ヤマダ　ヨシキ,山田義,3,佐賀,20040217,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30641,0,20241214,加藤翔馬,カトウ　ショウマ,加藤翔,3,金沢,20050424,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30642,0,20241214,中山蓮王,ナカヤマ　レオ,中山蓮,3,佐賀,20040917,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30643,0,20241214,合林海斗,ゴウバヤシ　カイト,合林海,3,佐賀,20040614,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30644,0,20251220,青海大樹,オオミ　ダイキ,青海大,3,佐賀,19990522,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30645,0,20241214,鷹見陸,タカミ　リク,鷹見陸,3,大井,20030412,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30646,0,20241214,望月洵輝,モチヅキ　ジュンキ,望月洵,3,愛知,20060827,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30647,0,20251220,土方颯太,ヒジカタ　ソウタ,土方颯,3,兵庫,20070209,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30648,0,20241214,千野稜真,チノ　リョウマ,千野稜,3,浦和,20040702,2024,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30649,0,20251220,塩津璃菜,シオツ　リナ,塩津璃,3,兵庫,20050217,2025,0,,,,,,,,1.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30650,0,20251220,新庄海誠,シンジョウ　カイセイ,新庄海,3,兵庫,20010605,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30651,0,20251220,高橋愛叶,タカハシ　マナト,高橋愛,3,兵庫,20060617,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30652,0,20251220,山本屋太三,ヤマモトヤ　タイゾウ,山本屋,3,兵庫,20051206,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30653,0,20250208,山林堂信彦,サンリンドウ　ノブヒコ,山林堂,3,川崎,19780810,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30654,0,20251130,松戸政也,マツド　マサヤ,松戸政,3,金沢,19870122,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30655,0,20251206,永井孝典,ナガイ　タカノリ,永井孝,3,兵庫,19980726,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30656,0,20251220,山本大翔,ヤマモト　ツバサ,山本大,3,船橋,20031129,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30657,0,20251220,佐野遥久,サノ　ハルク,佐野遥,3,川崎,20061207,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30658,0,20251220,松本一心,マツモト　イチト,松本一,3,笠松,20050613,2025,0,,,,,,,,0.0,0.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30659,0,20251220,宮内勇樹,ミヤウチ　ユウキ,宮内勇,3,北海,20020427,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30660,0,20251220,藤田凌駕,フジタ　リョウガ,藤田凌,3,北海,20060528,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30661,0,20251220,坂井瑛音,サカイ　エイト,坂井瑛,3,岩手,20060915,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30662,0,20251220,阿部基嗣,アベ　モトツグ,阿部基,3,高知,20050430,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30663,0,20251220,城野慈尚,シロノ　チカナオ,城野慈,3,高知,20060117,2025,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
30664,0,20260201,安藤洋一,アンドウ　ヨウイチ,安藤洋,3,大井,19890614,2026,0,,,,,0.0,0.0,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70001,0,20121126,Ｏ．ペリエ,Ｏ．ペリエ,ペリエ,3,仏国,19730112,2012,0,,ロスなし、追えるとくれば超一流,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70002,0,20071203,Ｓ．サンダー,Ｓ．サンダース,サンダ,3,英国,19710925,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70003,0,20040419,Ｔ．マジョル,Ｔ．マジョルクリック,マジョ,3,仏国,19721027,2004,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70007,0,20071126,Ｒ．ミグリオ,Ｒ．ミグリオーレ,ミグリ,3,米国,19640314,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70034,1,20000807,Ａ．カデール,Ａ．カデール,カデー,3,印国,19621209,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70050,1,20001127,Ｊ．サミン,Ｊ．サミン,サミン,3,米国,19561106,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70062,1,20150831,Ｒ．ベイズ,Ｒ．ベイズ,ベイズ,3,外国,19580807,2015,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70071,0,20110502,Ｄ．ブフ,Ｄ．ブフ,ブ　フ,3,仏国,19680606,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70072,1,19921129,Ｌ．ディット,Ｌ．ディットマン,ディッ,3,外国,19520702,1992,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70073,1,19921206,Ｍ．Ａ．クラ,Ｍ．Ａ．クラーク,クラー,3,外国,19621030,1992,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70074,1,19930307,Ｃ．Ｎ．カー,Ｃ．Ｎ．カーモディ,カーモ,3,外国,19670927,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70075,1,19930307,Ｆ．アーゲリ,Ｆ．アーゲリョＪｒ．,アーゲ,3,外国,19720802,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70076,1,19931206,Ｋ．Ｊ．モー,Ｋ．Ｊ．モーゼス,モーゼ,3,外国,19520831,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70077,1,19931129,Ｍ．Ｅ．リマ,Ｍ．Ｅ．リマー,リマー,3,外国,19610201,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70078,1,19931129,Ｒ．Ｄ．バン,Ｒ．Ｄ．バンス,バンス,3,外国,19590910,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70079,0,20141201,Ｒ．ヒューズ,Ｒ．ヒューズ,Ｒヒュ,3,英国,19730111,2014,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70080,1,19930516,Ｒ．ロメロ,Ｒ．ロメロ,ロメロ,3,外国,19571222,1993,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70081,0,20031201,Ａ．ソリス,Ａ．ソリス,ソリス,3,米国,19640325,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70082,1,19940528,Ａ．ホーソン,Ａ．ホーソン,ホーソ,3,外国,19710120,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70083,1,19941223,Ｃ．ブラック,Ｃ．ブラック,ブラッ,3,外国,19690111,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70084,1,19941223,Ｄ．Ｊ．ブレ,Ｄ．Ｊ．ブレレトン,ブレレ,3,外国,19640207,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70085,0,20040704,Ｄ．オリヴァ,Ｄ．オリヴァー,オリヴ,3,豪州,19720622,2004,0,,これといってみどころなかったような？,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70086,1,19940402,Ｅ．Ａ．ウィ,Ｅ．Ａ．ウィルキンソン,ウィル,3,外国,19710205,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70088,1,19941223,Ｊ．キャシデ,Ｊ．キャシディ,キャシ,3,外国,19630121,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70089,1,20021202,Ｌ．オサリバ,Ｌ．オサリバン,オサリ,3,新国,19630828,2002,0,,騎乗馬に恵まれなかったこともあって目立た,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70090,1,19940402,Ｍ．Ｋ．ウォ,Ｍ．Ｋ．ウォルス,ウォル,3,外国,19740601,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70091,1,20001127,Ｐ．エデリー,Ｐ．エデリー,エデリ,3,英国,19520318,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70092,1,19940528,Ｐ．ワーシン,Ｐ．ワーシントン,ワーシ,3,外国,19641206,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70093,1,19940521,Ｗ．スウィン,Ｗ．スウィンバーン,スウィ,3,外国,19610807,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70094,1,19941223,Ｗ．ハリス,Ｗ．ハリス,ハリス,3,外国,19601217,1994,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70095,1,19951229,Ａ．Ｓ．クル,Ａ．Ｓ．クルーズ,クルー,3,外国,19561224,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70096,1,19951222,Ｅ．メイプル,Ｅ．メイプル,メイプ,3,外国,19481108,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70097,1,19950401,Ｇ．フォルテ,Ｇ．フォルテ,フォル,3,外国,19710228,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70098,1,19950520,Ｊ．Ｋ．エバ,Ｊ．Ｋ．エバンス,エバン,3,外国,19681215,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70099,1,19951229,Ｋ．ダーレイ,Ｋ．ダーレイ,ダーレ,3,外国,19600508,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70100,1,19950928,Ｌ．クロップ,Ｌ．クロップ,クロッ,3,外国,19701031,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70101,0,20101129,Ｍ．スミス,Ｍ．スミス,スミス,3,米国,19660810,2010,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70102,1,19950520,Ｍ．クリンゲ,Ｍ．クリンゲンバーグ,クリン,3,外国,19580720,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70103,1,19950401,Ｐ．ペイン,Ｐ．ペイン,ペイン,3,外国,19750516,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70104,1,19950520,Ｒ．ヒルズ,Ｒ．ヒルズ,ヒルズ,3,外国,19630122,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70105,1,19950816,Ｓ．ソト,Ｓ．ソト,ソ　ト,3,外国,19520725,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70106,1,19960114,Ｔ．カベル,Ｔ．カベル,カベル,3,外国,19651207,1995,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70107,1,19961204,Ａ．マシュー,Ａ．マシューズ,マシュ,3,豪州,19560211,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70108,0,20051128,Ｃ．ナカタニ,Ｃ．ナカタニ,ナカタ,3,米国,19701021,2005,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70109,0,20090420,Ｃ．ダーデン,Ｃ．ダーデン,ダーデ,3,豪州,19720421,2009,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70110,1,19961125,Ｃ．マッキャ,Ｃ．マッキャロン,マッキ,3,米国,19550327,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70111,0,20061204,Ｄ．ビードマ,Ｄ．ビードマン,ビード,3,豪州,19651117,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70112,0,20071126,Ｄ．ホランド,Ｄ．ホランド,ホラン,3,英国,19720614,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70113,1,19960304,Ｊ．ウィーバ,Ｊ．ウィーバー,ウィー,3,英国,19720209,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70114,0,20111205,Ｊ．ヴェラス,Ｊ．ヴェラスケス,ヴェラ,3,米国,19711124,2011,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70115,1,19960527,Ｊ．ツェ,Ｊ．ツェ,ツェ,3,豪州,19700930,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70116,1,19960304,Ｊ．ブラボ,Ｊ．ブラボ,ブラボ,3,外国,19710910,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70117,1,20011126,Ｊ．ベイリー,Ｊ．ベイリー,ベイリ,3,米国,19570829,2001,0,,伊藤雄厩舎の騎乗多かったが、特には…,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70118,1,19960527,Ｌ．グーチェ,Ｌ．グーチェ,グーチ,3,外国,19651110,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70119,1,19960527,Ｍ．ナレドゥ,Ｍ．ナレドゥ,ナレド,3,外国,19681008,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70120,1,20021125,Ｍ．ヒルズ,Ｍ．ヒルズ,ヒルズ,3,英国,19630122,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70121,1,19970304,Ｍ．ブータン,Ｍ．ブータン,ブータ,3,外国,19711109,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70122,0,20141201,Ｐ．スマレン,Ｐ．スマレン,スマレ,3,愛国,19770522,2014,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70123,1,20000807,Ｐ．ラオ,Ｐ．ラオ,ラ　オ,3,澳門,19740910,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70124,1,19960527,Ｒ．ウッドワ,Ｒ．ウッドワース,ウッド,3,外国,19730919,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70125,1,19961125,Ｒ．クィン,Ｒ．クィン,クィン,3,英国,19611202,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70126,1,19960304,Ｓ．キャンベ,Ｓ．キャンベル,キャン,3,外国,19761208,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70127,1,19961202,Ｔ．アラン,Ｔ．アラン,アラン,3,新国,19661128,1996,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70128,1,20021125,Ｔ．テュリエ,Ｔ．テュリエ,テュリ,3,外国,19730804,2002,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70129,0,20250608,Ａ．シュタル,Ａ．シュタルケ,シュタ,3,独国,19740104,2025,0,,,,,,,,4.0,2.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70130,1,19971124,Ｊ．Ａ．リー,Ｊ．Ａ．リード,リード,3,外国,19550806,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70131,1,19971201,Ｊ．コレット,Ｊ．コレット,コレッ,3,新国,19600524,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70132,1,19970526,Ｊ．ニヤマパ,Ｊ．ニヤマパ,ニヤマ,3,外国,19630204,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70133,1,19971215,Ｊ．マトス,Ｊ．マトス,マトス,3,米国,19770915,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70134,1,19970526,Ｋ．アプ,Ｋ．アプ,ア　プ,3,外国,19741222,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70135,1,19970526,Ｋ．タム,Ｋ．タム,タ　ム,3,外国,19690411,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70136,1,19971201,Ｐ．デイ,Ｐ．デイ,デ　イ,3,米国,19531013,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70137,1,19970526,Ｐ．ディレマ,Ｐ．ディレマ,ディレ,3,外国,19781006,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70138,1,19971201,Ｓ．ダイ,Ｓ．ダイ,ダ　イ,3,豪州,19660926,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70139,0,20150831,Ｔ．ジャルネ,Ｔ．ジャルネ,ジャル,3,仏国,19670324,2015,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70140,1,19971215,Ｗ．マルチネ,Ｗ．マルチネス,マルチ,3,米国,19710303,1997,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70141,1,19980427,Ａ．ギャラウ,Ａ．ギャラウェイ,ギャラ,3,豪州,19691203,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70142,1,19980427,Ｂ．パウエル,Ｂ．パウエル,パウエ,3,外国,19601014,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70143,1,19981130,Ｃ．アスムッ,Ｃ．アスムッセン,アスム,3,仏国,19620315,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70144,1,19980427,Ｇ．コッター,Ｇ．コッター,コッタ,3,愛国,19761122,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70145,0,20131202,Ｇ．スティー,Ｇ．スティーヴンス,スティ,3,米国,19630306,2013,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70146,0,20031208,Ｊ．サントス,Ｊ．サントス,サント,3,米国,19610426,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70147,1,20000807,Ｋ．ウー,Ｋ．ウー,ウー,3,馬国,19600307,2000,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70148,1,19980601,Ｋ．スリブー,Ｋ．スリブーン,スリブ,3,泰国,19810702,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70149,1,19980601,Ｋ．チン,Ｋ．チン,チ　ン,3,香港,19740720,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70150,0,20141208,Ｋ．デザーモ,Ｋ．デザーモ,デザー,3,米国,19700227,2014,0,,馬込でじっと我慢、追い出し抜群,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70151,1,19980601,Ｋ．レイ,Ｋ．レイ,レ　イ,3,澳門,19750111,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70152,1,19980601,Ｍ．レコサー,Ｍ．レコサーナ,レコサ,3,比国,19780105,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70153,1,20071203,Ｏ．ボッソン,Ｏ．ボッソン,ボッソ,3,新国,19800724,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70154,1,19980601,Ｒ．チョクセ,Ｒ．チョクセイ,チョク,3,印国,19750104,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70155,1,19980427,Ｒ．マウンド,Ｒ．マウンド,マウン,3,外国,19720530,1998,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70156,0,20091123,Ａ．ムンロ,Ａ．ムンロ,ムンロ,3,英国,19670114,2009,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70157,1,19990405,Ａ．マドレー,Ａ．マドレーヌ,マドレ,3,仏国,19720415,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70158,1,19991206,Ｂ．マーカス,Ｂ．マーカス,マーカ,3,香港,19570105,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70159,1,19990524,Ｃ．モンチョ,Ｃ．モンチョイ,モンチ,3,泰国,19630914,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70160,0,20061002,Ｄ．オドノヒ,Ｄ．オドノヒュー,Ｄオド,3,英国,19720924,2006,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70161,1,19990405,Ｄ．ケイシー,Ｄ．ケイシー,ケイシ,3,愛国,19760329,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70162,1,19991206,Ｄ．ブラッド,Ｄ．ブラッドレー,ブラッ,3,新国,19660815,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70163,0,20170827,Ｄ．ホワイト,Ｄ．ホワイト,ホワイ,3,香港,19711115,2017,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70164,1,20070604,Ｅ．サンマル,Ｅ．サンマルタン,サンマ,3,香港,19650831,2007,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70165,1,19991129,Ｇ．ダフィー,Ｇ．ダフィールド,ダフィ,3,英国,19461130,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70166,1,19990628,Ｇ．フーバー,Ｇ．フーバー,フーバ,3,外国,19561130,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70167,0,20171002,Ｇ．モッセ,Ｇ．モッセ,モッセ,3,香港,19670103,2017,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70168,1,19990524,Ｈ．キム,Ｈ．キム,キ　ム,3,韓国,19651104,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70169,0,20031201,Ｊ．シャヴェ,Ｊ．シャヴェス,シャヴ,3,米国,19611125,2003,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70170,0,20131125,Ｊ．ムルタ,Ｊ．ムルタ,ムルタ,3,愛国,19700514,2013,0,,追い姿は派手,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70171,1,19990405,Ｋ．ゴール,Ｋ．ゴール,ゴール,3,愛国,19730822,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70172,1,19990614,Ｋ．ユー,Ｋ．ユー,ユー,3,香港,19771128,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70173,1,19991206,Ｌ．Ｖ．キャ,Ｌ．Ｖ．キャシディ,キャシ,3,豪州,19700705,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70174,0,20241210,Ｌ．デットー,Ｌ．デットーリ,デット,3,英国,19701215,2024,0,,超一流の技術は見られず,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70175,0,20091207,Ｍ．キネーン,Ｍ．キネーン,キネー,3,愛国,19590622,2009,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70176,0,00000000,Ｍ．デムーロ,Ｍ．デムーロ,Ｍデム,2,,19790111,2015,0,,日本の競馬にすっかり順応。,20020815,,,,38.0,5.0,1.0,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70177,1,20001211,Ｍ．ロバーツ,Ｍ．ロバーツ,ロバー,3,英国,19540517,2000,0,,騎乗初週はおとなしめ,20020815,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70178,1,19990524,Ｓ．ジュマト,Ｓ．ジュマト,ジュマ,3,馬国,19720120,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70179,1,19991206,Ｓ．セラーズ,Ｓ．セラーズ,セラー,3,米国,19660924,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70180,1,19990524,Ｔ．ニップ,Ｔ．ニップ,ニップ,3,澳門,19710210,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70181,1,19991129,Ｔ．ヘリヤー,Ｔ．ヘリヤー,ヘリヤ,3,独国,19651205,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70182,1,19990524,Ｖ．ディレマ,Ｖ．ディレマ,ディレ,3,比国,19711024,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70183,1,19990614,Ｗ．サプル,Ｗ．サプル,サプル,3,英国,19680608,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
70184,1,19990405,Ｗ．スミス,Ｗ．スミス,スミス,3,豪州,19660405,1999,0,,,,,,,,,,20260328,,,,,,,,,,,,,,,,,,,,,,,,
